film,number,abstract,starring,name,subjects,cinematography,director,gross,producer,language
Island of the Dead,http://dbpedia.org/resource/Category:2000_films-http://dbpedia.org/resource/Category:2000_horror_films-http://dbpedia.org/resource/Category:Canadian_films-http://dbpedia.org/resource/Category:Canadian_natural_horror_films-http://dbpedia.org/resource/Category:English-language_films-http://dbpedia.org/resource/Category:Films_shot_in_Montreal-http://dbpedia.org/resource/Category:Films_with_screenplays_by_Peter_Koper,na,Tim Southam,na,http://dbpedia.org/resource/Peter Koper,English,,,,
Meat Market,http://dbpedia.org/resource/Category:2000_directorial_debut_films-http://dbpedia.org/resource/Category:2000_films-http://dbpedia.org/resource/Category:2000_horror_films-http://dbpedia.org/resource/Category:Camcorder_films-http://dbpedia.org/resource/Category:Canadian_films-http://dbpedia.org/resource/Category:Canadian_independent_films-http://dbpedia.org/resource/Category:Canadian_science_fiction_horror_films-http://dbpedia.org/resource/Category:Canadian_vampire_films-http://dbpedia.org/resource/Category:Canadian_zombie_films-http://dbpedia.org/resource/Category:English-language_films-http://dbpedia.org/resource/Category:Films_directed_by_Brian_Clement,na,Brian Clement,na,,English,,,,
Indriyam,http://dbpedia.org/resource/Category:2000_films-http://dbpedia.org/resource/Category:2000_horror_films-http://dbpedia.org/resource/Category:2000s_Malayalam-language_films-http://dbpedia.org/resource/Category:Indian_films-http://dbpedia.org/resource/Category:Indian_horror_films,na,na,na,,Malayalam language,,,,
American Psycho,http://dbpedia.org/resource/Category:2000_drama_films-http://dbpedia.org/resource/Category:2000_horror_films-http://dbpedia.org/resource/Category:2000s_black_comedy_films-http://dbpedia.org/resource/Category:2000s_crime_comedy-drama_films-http://dbpedia.org/resource/Category:2000s_serial_killer_films-http://dbpedia.org/resource/Category:American_Psycho-http://dbpedia.org/resource/Category:American_business_films-http://dbpedia.org/resource/Category:American_crime_comedy-drama_films-http://dbpedia.org/resource/Category:American_horror_thriller_films-http://dbpedia.org/resource/Category:American_serial_killer_films-http://dbpedia.org/resource/Category:BDSM_in_films-http://dbpedia.org/resource/Category:Columbia_Pictures_films-http://dbpedia.org/resource/Category:English-language_films-http://dbpedia.org/resource/Category:Fiction_with_unreliable_narrators-http://dbpedia.org/resource/Category:Films_about_businesspeople-http://dbpedia.org/resource/Category:Films_about_narcissism-http://dbpedia.org/resource/Category:Films_about_psychopaths-http://dbpedia.org/resource/Category:Films_about_the_upper_class-http://dbpedia.org/resource/Category:Films_based_on_American_horror_novels-http://dbpedia.org/resource/Category:Films_based_on_works_by_Bret_Easton_Ellis-http://dbpedia.org/resource/Category:Films_directed_by_Mary_Harron-http://dbpedia.org/resource/Category:Films_scored_by_John_Cale-http://dbpedia.org/resource/Category:Films_set_in_1987-http://dbpedia.org/resource/Category:Films_set_in_New_York_City-http://dbpedia.org/resource/Category:Films_set_in_apartment_buildings-http://dbpedia.org/resource/Category:Films_set_in_the_1980s-http://dbpedia.org/resource/Category:Films_shot_in_New_York_City-http://dbpedia.org/resource/Category:Films_shot_in_Toronto-http://dbpedia.org/resource/Category:Lionsgate_films-http://dbpedia.org/resource/Category:Postmodern_films-http://dbpedia.org/resource/Category:Wall_Street_films,http://dbpedia.org/resource/Andrzej_Sekuła,Mary Harron,3.43E7,http://dbpedia.org/resource/Chris Hanley--http://dbpedia.org/resource/Edward R. Pressman,English,,,,
The Complete Original Motion Picture Score,http://dbpedia.org/resource/Category:2000_directorial_debut_films-http://dbpedia.org/resource/Category:2000_films-http://dbpedia.org/resource/Category:2000_horror_films-http://dbpedia.org/resource/Category:2000s_horror_thriller_films-http://dbpedia.org/resource/Category:2000s_teen_horror_films-http://dbpedia.org/resource/Category:American_aviation_films-http://dbpedia.org/resource/Category:American_films-http://dbpedia.org/resource/Category:American_horror_thriller_films-http://dbpedia.org/resource/Category:American_splatter_films-http://dbpedia.org/resource/Category:American_teen_horror_films-http://dbpedia.org/resource/Category:Films_about_aviation_accidents_or_incidents-http://dbpedia.org/resource/Category:Films_directed_by_James_Wong_(filmmaker)-http://dbpedia.org/resource/Category:Films_scored_by_Shirley_Walker-http://dbpedia.org/resource/Category:Films_set_in_2000-http://dbpedia.org/resource/Category:Films_set_in_New_York_City-http://dbpedia.org/resource/Category:Films_set_in_airports-http://dbpedia.org/resource/Category:Films_set_on_airplanes-http://dbpedia.org/resource/Category:Films_shot_in_San_Francisco-http://dbpedia.org/resource/Category:Films_shot_in_Toronto-http://dbpedia.org/resource/Category:Films_shot_in_Vancouver-http://dbpedia.org/resource/Category:Final_Destination_films-http://dbpedia.org/resource/Category:New_Line_Cinema_films,http://dbpedia.org/resource/Robert_McLachlan_(cinematographer),James Wong (filmmaker),1.129E8,http://dbpedia.org/resource/Glen Morgan,English,,,,
Blair Witch 2: Book Of Shadows,http://dbpedia.org/resource/Category:2000_films-http://dbpedia.org/resource/Category:2000_horror_films-http://dbpedia.org/resource/Category:2000s_psychological_horror_films-http://dbpedia.org/resource/Category:American_films-http://dbpedia.org/resource/Category:American_horror_thriller_films-http://dbpedia.org/resource/Category:American_psychological_horror_films-http://dbpedia.org/resource/Category:American_sequel_films-http://dbpedia.org/resource/Category:American_supernatural_horror_films-http://dbpedia.org/resource/Category:Artisan_Entertainment_films-http://dbpedia.org/resource/Category:Blair_Witch_(franchise)-http://dbpedia.org/resource/Category:Films_about_Wicca-http://dbpedia.org/resource/Category:Films_about_films-http://dbpedia.org/resource/Category:Films_about_witchcraft-http://dbpedia.org/resource/Category:Films_based_on_urban_legends-http://dbpedia.org/resource/Category:Films_directed_by_Joe_Berlinger-http://dbpedia.org/resource/Category:Films_scored_by_Carter_Burwell-http://dbpedia.org/resource/Category:Films_set_in_1998-http://dbpedia.org/resource/Category:Films_set_in_1999-http://dbpedia.org/resource/Category:Films_set_in_Maryland-http://dbpedia.org/resource/Category:Films_shot_in_Baltimore-http://dbpedia.org/resource/Category:Films_shot_in_Maryland-http://dbpedia.org/resource/Category:Films_shot_in_New_York_City-http://dbpedia.org/resource/Category:Films_with_screenplays_by_Joe_Berlinger-http://dbpedia.org/resource/Category:Haxan_Films_films-http://dbpedia.org/resource/Category:Lionsgate_films,http://dbpedia.org/resource/Nancy_Schreiber,Joe Berlinger,4.77E7,,English,,,,
Faust: Love of the Damned: Music from and Inspired by the Original Motion Picture Soundtrack,http://dbpedia.org/resource/Category:2000_films-http://dbpedia.org/resource/Category:2000_horror_films-http://dbpedia.org/resource/Category:2000s_superhero_films-http://dbpedia.org/resource/Category:Action_horror_films-http://dbpedia.org/resource/Category:Dark_fantasy_films-http://dbpedia.org/resource/Category:Demons_in_film-http://dbpedia.org/resource/Category:English-language_films-http://dbpedia.org/resource/Category:Films_about_Satanism-http://dbpedia.org/resource/Category:Films_about_rape-http://dbpedia.org/resource/Category:Films_based_on_American_comics-http://dbpedia.org/resource/Category:Films_directed_by_Brian_Yuzna-http://dbpedia.org/resource/Category:Films_shot_in_Barcelona-http://dbpedia.org/resource/Category:Live-action_films_based_on_comics-http://dbpedia.org/resource/Category:Spanish_action_films-http://dbpedia.org/resource/Category:Spanish_fantasy_films-http://dbpedia.org/resource/Category:Spanish_films-http://dbpedia.org/resource/Category:Spanish_films_about_revenge-http://dbpedia.org/resource/Category:Spanish_horror_films-http://dbpedia.org/resource/Category:Spanish_supernatural_horror_films-http://dbpedia.org/resource/Category:Spanish_vigilante_films-http://dbpedia.org/resource/Category:Splatter_films-http://dbpedia.org/resource/Category:Superhero_horror_films-http://dbpedia.org/resource/Category:Supervillain_films-http://dbpedia.org/resource/Category:Works_based_on_the_Faust_legend,http://dbpedia.org/resource/Jacques_Haitkin,Brian Yuzna,na,http://dbpedia.org/resource/Brian Yuzna,English,,,,
Devadoothan,http://dbpedia.org/resource/Category:2000_films-http://dbpedia.org/resource/Category:2000_horror_films-http://dbpedia.org/resource/Category:2000s_Malayalam-language_films-http://dbpedia.org/resource/Category:2000s_horror_thriller_films-http://dbpedia.org/resource/Category:2000s_mystery_thriller_films-http://dbpedia.org/resource/Category:2000s_romantic_musical_films-http://dbpedia.org/resource/Category:Films_directed_by_Sibi_Malayil-http://dbpedia.org/resource/Category:Films_scored_by_Vidyasagar-http://dbpedia.org/resource/Category:Indian_films-http://dbpedia.org/resource/Category:Indian_horror_thriller_films-http://dbpedia.org/resource/Category:Indian_mystery_thriller_films-http://dbpedia.org/resource/Category:Indian_romantic_horror_films-http://dbpedia.org/resource/Category:Indian_romantic_musical_films,http://dbpedia.org/resource/Santosh_Thundiyil,Sibi Malayil,na,,Malayalam,,,,
The Crow: Salvation,http://dbpedia.org/resource/Category:American_crime_action_films-http://dbpedia.org/resource/Category:Films_about_grieving,na,Bharat Nalluri,na,http://dbpedia.org/resource/Jeff Most,English,,,,
Bruiser,http://dbpedia.org/resource/Category:2000_films-http://dbpedia.org/resource/Category:2000_horror_films-http://dbpedia.org/resource/Category:2000_independent_films-http://dbpedia.org/resource/Category:2000_psychological_thriller_films-http://dbpedia.org/resource/Category:English-language_French_films-http://dbpedia.org/resource/Category:English-language_films-http://dbpedia.org/resource/Category:Films_directed_by_George_A._Romero-http://dbpedia.org/resource/Category:Films_shot_in_Toronto-http://dbpedia.org/resource/Category:French_films-http://dbpedia.org/resource/Category:French_independent_films-http://dbpedia.org/resource/Category:French_psychological_thriller_films-http://dbpedia.org/resource/Category:Spanish-language_films-http://dbpedia.org/resource/Category:StudioCanal_films,na,George A. Romero,na,http://dbpedia.org/resource/Ben Barenholtz--http://dbpedia.org/resource/Peter Grunwald,Spanish,,,,
 , Hinako Saeki and Shin Eun-kyung. The film takes place in a town plagued by a mysterious curse involving spirals. As the film was produced while the manga was still being written and released," it departs from the story of the original work and features a different ending.""",--Eriko Hatsune--Fhi Fan--Hinako Saeki--Shin Eun-kyung,Uzumaki,2000 films-2000 horror films-Discotek Media-Japanese films-Japanese supernatural horror films-Live-action films based on manga,na,Higuchinsky,na,Higuchinsky,Japanese
The Flying Dutchman,http://dbpedia.org/resource/Category:2000_films-http://dbpedia.org/resource/Category:2000_horror_films-http://dbpedia.org/resource/Category:American_action_horror_films-http://dbpedia.org/resource/Category:English-language_films,na,na,na,,English,,,,
In the Light of the Moon,http://dbpedia.org/resource/Category:2000_films-http://dbpedia.org/resource/Category:2000_horror_films-http://dbpedia.org/resource/Category:2000_independent_films-http://dbpedia.org/resource/Category:2000s_biographical_films-http://dbpedia.org/resource/Category:2000s_crime_films-http://dbpedia.org/resource/Category:2000s_psychological_horror_films-http://dbpedia.org/resource/Category:2000s_serial_killer_films-http://dbpedia.org/resource/Category:American_biographical_films-http://dbpedia.org/resource/Category:American_crime_films-http://dbpedia.org/resource/Category:American_exploitation_films-http://dbpedia.org/resource/Category:American_films-http://dbpedia.org/resource/Category:American_independent_films-http://dbpedia.org/resource/Category:American_nonlinear_narrative_films-http://dbpedia.org/resource/Category:American_psychological_horror_films-http://dbpedia.org/resource/Category:American_serial_killer_films-http://dbpedia.org/resource/Category:Biographical_films_about_serial_killers-http://dbpedia.org/resource/Category:Crime_films_based_on_actual_events-http://dbpedia.org/resource/Category:Cultural_depictions_of_Ed_Gein-http://dbpedia.org/resource/Category:English-language_films-http://dbpedia.org/resource/Category:Films_about_alcoholism-http://dbpedia.org/resource/Category:Films_about_child_abuse-http://dbpedia.org/resource/Category:Films_about_domestic_violence-http://dbpedia.org/resource/Category:Films_about_dysfunctional_families-http://dbpedia.org/resource/Category:Films_about_kidnapping-http://dbpedia.org/resource/Category:Films_about_religion-http://dbpedia.org/resource/Category:Films_about_widowhood-http://dbpedia.org/resource/Category:Films_set_in_1916-http://dbpedia.org/resource/Category:Films_set_in_1922-http://dbpedia.org/resource/Category:Films_set_in_1940-http://dbpedia.org/resource/Category:Films_set_in_1944-http://dbpedia.org/resource/Category:Films_set_in_1945-http://dbpedia.org/resource/Category:Films_set_in_1954-http://dbpedia.org/resource/Category:Films_set_in_1955-http://dbpedia.org/resource/Category:Films_set_in_1956-http://dbpedia.org/resource/Category:Films_set_in_1957-http://dbpedia.org/resource/Category:Films_set_in_Wisconsin-http://dbpedia.org/resource/Category:Films_set_in_psychiatric_hospitals-http://dbpedia.org/resource/Category:Films_shot_in_California-http://dbpedia.org/resource/Category:Films_shot_in_Los_Angeles-http://dbpedia.org/resource/Category:Fratricide_in_fiction-http://dbpedia.org/resource/Category:Horror_films_based_on_actual_events-http://dbpedia.org/resource/Category:Mental_illness_in_films-http://dbpedia.org/resource/Category:Religious_horror_films,na,na,na,,English,,,,
What Lies Beneath,http://dbpedia.org/resource/Category:2000_films-http://dbpedia.org/resource/Category:2000_horror_films-http://dbpedia.org/resource/Category:2000_psychological_thriller_films-http://dbpedia.org/resource/Category:2000_thriller_drama_films-http://dbpedia.org/resource/Category:2000_thriller_films-http://dbpedia.org/resource/Category:2000s_ghost_films-http://dbpedia.org/resource/Category:2000s_psychological_horror_films-http://dbpedia.org/resource/Category:2000s_supernatural_films-http://dbpedia.org/resource/Category:20th_Century_Fox_films-http://dbpedia.org/resource/Category:Adultery_in_films-http://dbpedia.org/resource/Category:American_films-http://dbpedia.org/resource/Category:American_ghost_films-http://dbpedia.org/resource/Category:American_haunted_house_films-http://dbpedia.org/resource/Category:American_psychological_horror_films-http://dbpedia.org/resource/Category:American_supernatural_horror_films-http://dbpedia.org/resource/Category:American_thriller_drama_films-http://dbpedia.org/resource/Category:DreamWorks_Pictures_films-http://dbpedia.org/resource/Category:English-language_films-http://dbpedia.org/resource/Category:Films_about_amnesia-http://dbpedia.org/resource/Category:Films_directed_by_Robert_Zemeckis-http://dbpedia.org/resource/Category:Films_scored_by_Alan_Silvestri-http://dbpedia.org/resource/Category:Films_set_in_Vermont-http://dbpedia.org/resource/Category:Films_shot_in_Vermont-http://dbpedia.org/resource/Category:ImageMovers_films,http://dbpedia.org/resource/Don_Burgess_(cinematographer),Robert Zemeckis,2.914E8,http://dbpedia.org/resource/Jack Rapke--http://dbpedia.org/resource/Robert Zemeckis--http://dbpedia.org/resource/Steve Starkey,English,,,,
Book of Shadows: Blair Witch 2,http://dbpedia.org/resource/Category:2000_films-http://dbpedia.org/resource/Category:2000_horror_films-http://dbpedia.org/resource/Category:2000s_psychological_horror_films-http://dbpedia.org/resource/Category:American_films-http://dbpedia.org/resource/Category:American_horror_thriller_films-http://dbpedia.org/resource/Category:American_psychological_horror_films-http://dbpedia.org/resource/Category:American_sequel_films-http://dbpedia.org/resource/Category:American_supernatural_horror_films-http://dbpedia.org/resource/Category:Artisan_Entertainment_films-http://dbpedia.org/resource/Category:Blair_Witch_(franchise)-http://dbpedia.org/resource/Category:Films_about_Wicca-http://dbpedia.org/resource/Category:Films_about_films-http://dbpedia.org/resource/Category:Films_about_witchcraft-http://dbpedia.org/resource/Category:Films_based_on_urban_legends-http://dbpedia.org/resource/Category:Films_directed_by_Joe_Berlinger-http://dbpedia.org/resource/Category:Films_scored_by_Carter_Burwell-http://dbpedia.org/resource/Category:Films_set_in_1998-http://dbpedia.org/resource/Category:Films_set_in_1999-http://dbpedia.org/resource/Category:Films_set_in_Maryland-http://dbpedia.org/resource/Category:Films_shot_in_Baltimore-http://dbpedia.org/resource/Category:Films_shot_in_Maryland-http://dbpedia.org/resource/Category:Films_shot_in_New_York_City-http://dbpedia.org/resource/Category:Films_with_screenplays_by_Joe_Berlinger-http://dbpedia.org/resource/Category:Haxan_Films_films-http://dbpedia.org/resource/Category:Lionsgate_films,http://dbpedia.org/resource/Nancy_Schreiber,Joe Berlinger,4.77E7,,English,,,,
Urban Legends: Final Cut,http://dbpedia.org/resource/Category:2000_directorial_debut_films-http://dbpedia.org/resource/Category:2000_films-http://dbpedia.org/resource/Category:2000_horror_films-http://dbpedia.org/resource/Category:2000s_slasher_films-http://dbpedia.org/resource/Category:2000s_teen_horror_films-http://dbpedia.org/resource/Category:American_films-http://dbpedia.org/resource/Category:American_horror_thriller_films-http://dbpedia.org/resource/Category:American_mystery_films-http://dbpedia.org/resource/Category:American_sequel_films-http://dbpedia.org/resource/Category:American_slasher_films-http://dbpedia.org/resource/Category:American_teen_horror_films-http://dbpedia.org/resource/Category:Canadian_films-http://dbpedia.org/resource/Category:Canadian_horror_films-http://dbpedia.org/resource/Category:Canadian_slasher_films-http://dbpedia.org/resource/Category:Columbia_Pictures_films-http://dbpedia.org/resource/Category:English-language_films-http://dbpedia.org/resource/Category:Films_about_filmmaking-http://dbpedia.org/resource/Category:Films_based_on_urban_legends-http://dbpedia.org/resource/Category:Films_directed_by_John_Ottman-http://dbpedia.org/resource/Category:Films_scored_by_John_Ottman-http://dbpedia.org/resource/Category:Films_set_in_universities_and_colleges-http://dbpedia.org/resource/Category:Films_shot_in_Los_Angeles-http://dbpedia.org/resource/Category:Films_shot_in_Toronto-http://dbpedia.org/resource/Category:Mass_murder_in_fiction-http://dbpedia.org/resource/Category:Mystery_horror_films-http://dbpedia.org/resource/Category:Original_Film_films-http://dbpedia.org/resource/Category:Phoenix_Pictures_films-http://dbpedia.org/resource/Category:Self-reflexive_films-http://dbpedia.org/resource/Category:Snuff_films_in_fiction,na,John Ottman,3.86E7,http://dbpedia.org/resource/Gina Matthews--http://dbpedia.org/resource/Neal H. Moritz,English,,,,
The Gift,http://dbpedia.org/resource/Category:2000_drama_films-http://dbpedia.org/resource/Category:2000_films-http://dbpedia.org/resource/Category:2000_horror_films-http://dbpedia.org/resource/Category:2000_thriller_drama_films-http://dbpedia.org/resource/Category:2000s_mystery_thriller_films-http://dbpedia.org/resource/Category:American_films-http://dbpedia.org/resource/Category:American_horror_thriller_films-http://dbpedia.org/resource/Category:American_mystery_thriller_films-http://dbpedia.org/resource/Category:American_supernatural_horror_films,na,Sam Raimi,4.46E7,http://dbpedia.org/resource/Tom Rosenberg,English,,,,
Shadow of the Vampire,http://dbpedia.org/resource/Category:2000_comedy_horror_films-http://dbpedia.org/resource/Category:2000_films-http://dbpedia.org/resource/Category:2000_horror_films-http://dbpedia.org/resource/Category:American_films-http://dbpedia.org/resource/Category:American_supernatural_horror_films-http://dbpedia.org/resource/Category:BBC_Film_films-http://dbpedia.org/resource/Category:Biographical_films_about_actors-http://dbpedia.org/resource/Category:British_comedy_films-http://dbpedia.org/resource/Category:British_films-http://dbpedia.org/resource/Category:British_supernatural_horror_films-http://dbpedia.org/resource/Category:Cultural_depictions_of_German_men-http://dbpedia.org/resource/Category:Cultural_depictions_of_actors-http://dbpedia.org/resource/Category:Cultural_depictions_of_film_directors-http://dbpedia.org/resource/Category:Dracula_films-http://dbpedia.org/resource/Category:English-language_films-http://dbpedia.org/resource/Category:F._W._Murnau-http://dbpedia.org/resource/Category:Films_about_filmmaking-http://dbpedia.org/resource/Category:Films_about_films-http://dbpedia.org/resource/Category:Films_about_snuff_films-http://dbpedia.org/resource/Category:Films_directed_by_E._Elias_Merhige-http://dbpedia.org/resource/Category:Films_produced_by_Nicolas_Cage-http://dbpedia.org/resource/Category:Films_set_in_1921-http://dbpedia.org/resource/Category:Films_set_in_Berlin-http://dbpedia.org/resource/Category:Films_set_in_Czechoslovakia-http://dbpedia.org/resource/Category:Films_set_in_Poland-http://dbpedia.org/resource/Category:Films_set_in_Slovakia-http://dbpedia.org/resource/Category:Films_set_in_castles-http://dbpedia.org/resource/Category:Films_shot_in_Luxembourg-http://dbpedia.org/resource/Category:German-language_films-http://dbpedia.org/resource/Category:Gothic_horror_films-http://dbpedia.org/resource/Category:Lionsgate_films-http://dbpedia.org/resource/Category:Luxembourgian_LGBT-related_films-http://dbpedia.org/resource/Category:Luxembourgian_films-http://dbpedia.org/resource/Category:Luxembourgian_horror_films-http://dbpedia.org/resource/Category:Luxembourgish-language_films-http://dbpedia.org/resource/Category:Period_horror_films-http://dbpedia.org/resource/Category:Saturn_Films_films-http://dbpedia.org/resource/Category:Vampires_in_film,na,E. Elias Merhige,1.12E7,,English,,,,
The Dead Hate the Living!,http://dbpedia.org/resource/Category:2000_films-http://dbpedia.org/resource/Category:2000_horror_films-http://dbpedia.org/resource/Category:American_films-http://dbpedia.org/resource/Category:American_zombie_films,http://dbpedia.org/resource/Thomas_L._Callaway,Dave Parker (director),na,http://dbpedia.org/resource/Charles Band--http://dbpedia.org/resource/Dana Scanlan,English,,,,
Zalzalaa,http://dbpedia.org/resource/Category:2000_films-http://dbpedia.org/resource/Category:2000_horror_films-http://dbpedia.org/resource/Category:Maldivian_films-http://dbpedia.org/resource/Category:Maldivian_horror_films,http://dbpedia.org/resource/Ibrahim_Wisan,Ahmed Nimal,na,,Dhivehi,,,,
